"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","ifs","support_verified","fca","error_handling_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","constraints_verified","code_samples_verified","ssi","integration_support_verified","required_keys_verified","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes"
"music_v1","nonrag","claude","t","spotify-web-api","1","98.5","Spotify Web API","https://developer.spotify.com/documentation/web-api/reference/search","https://api.spotify.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:47:08Z","0.363","True","False","False","0","False","False","GET","401","61","74"
"music_v1","nonrag","claude","t","deezer-api","2","96.5","Deezer API","https://developers.deezer.com/api/search","https://api.deezer.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:05Z","0.435","True","False","False","0","False","False","GET","200","173","91"
"music_v1","nonrag","claude","t","musixmatch-api","3","94","Musixmatch API","https://developer.musixmatch.com/documentation","https://api.musixmatch.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:07Z","0.435","True","False","False","0","False","False","GET","200","16","86"
"music_v1","nonrag","claude","t","lastfm-api","4","92","Last.fm API","https://www.last.fm/api/intro","https://ws.audioscrobbler.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:47:06Z","0.345","True","False","False","0","False","True","GET","400","90","160"
"music_v1","nonrag","claude","t","discogs-api","5","89.5","Discogs API","https://www.discogs.com/developers","https://api.discogs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:05Z","0.435","True","False","False","0","False","True","GET","429","50","-1"
"music_v1","nonrag","claude","t","theaudiodb","6","87","TheAudioDB API","https://www.theaudiodb.com/api_guide.php","https://www.theaudiodb.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:09Z","0.291","True","False","False","0","False","False","GET","404","158","-1"
"music_v1","nonrag","claude","t","apple-music-api","7","84.5","Apple Music API","https://developer.apple.com/documentation/applemusicapi/search_for_catalog_resources","https://api.music.apple.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:04Z","0.435","True","False","False","0","False","True","GET","401","55","0"
"music_v1","nonrag","claude","t","napster-api","8","82","Napster API","https://developer.napster.com/api/v2.2","https://api.napster.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:07Z","0.435","True","False","False","0","False","True","GET","401","71","53"
"music_v1","nonrag","claude","t","musicbrainz-api-wrapper","9","79.5","MusicBrainz API (via hosted service)","https://musicbrainz.org/doc/MusicBrainz_API","https://musicbrainz.org","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:07Z","0.291","True","False","False","0","False","False","GET","400","187","-1"
"music_v1","nonrag","claude","t","genius-api","10","76","Genius API","https://docs.genius.com/","https://api.genius.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:06Z","0.435","True","False","False","0","False","True","GET","401","135","113"
"music_v1","nonrag","deepseek","t","spotify_search","1","99.8","Spotify Web API Search","https://developer.spotify.com/documentation/web-api/reference/search","https://api.spotify.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:47:08Z","0.363","True","False","False","0","False","False","GET","401","70","74"
"music_v1","nonrag","deepseek","t","deezer_search","2","98.5","Deezer API Search","https://developers.deezer.com/api/search","https://api.deezer.com","0.25","False","1","False","True","False","False","2025-10-28T22:47:05Z","0.525","True","False","False","0","False","True","GET","200","189","91"
"music_v1","nonrag","deepseek","t","itunes_search","3","97.2","Apple iTunes Search API","https://developer.apple.com/library/archive/documentation/AudioVideo/Conceptual/iTuneSearchAPI/","https://itunes.apple.com","0.25","False","1","False","True","False","False","2025-10-28T22:47:06Z","0.525","True","False","False","0","False","True","GET","200","28","42"
"music_v1","nonrag","deepseek","t","lastfm_track_search","4","95.8","Last.fm API Track Search","https://www.last.fm/api/show/track.search","https://ws.audioscrobbler.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:47:06Z","0.345","True","False","False","0","False","True","GET","400","81","160"
"music_v1","nonrag","deepseek","t","musicbrainz_wrapper","5","94.3","MusicBrainz API Search","https://musicbrainz.org/doc/MusicBrainz_API","https://musicbrainz.org","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:07Z","0.291","True","False","False","0","False","False","GET","400","204","-1"
"music_v1","nonrag","deepseek","t","genius_api_search","6","92.7","Genius API Search","https://docs.genius.com/","https://api.genius.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:06Z","0.435","True","False","False","0","False","True","GET","401","172","113"
"music_v1","nonrag","deepseek","t","napster_api","7","90.9","Napster API Search","https://developer.napster.com/api/v2.2","https://api.napster.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:47:07Z","0.363","True","False","False","0","False","False","GET","401","54","53"
"music_v1","nonrag","deepseek","t","musixmatch_track_search","8","89.2","Musixmatch Track Search","https://developer.musixmatch.com/documentation/api-reference/track-search","https://api.musixmatch.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:07Z","0.435","True","False","False","0","False","False","GET","200","17","86"
"music_v1","nonrag","deepseek","t","acrcloud","9","87.5","ACRCloud Music Recognition Services","https://docs.acrcloud.com/docs/music-recognition-services/music-recognition-api","https://api.acrcloud.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:04Z","0.291","True","False","False","0","False","False","GET","404","69","-1"
"music_v1","nonrag","deepseek","t","audd_api","10","85.8","AUDD Music Recognition API","https://docs.audd.io/","https://api.audd.io","0.25","False","1","False","True","False","False","2025-10-28T22:47:04Z","0.525","True","False","False","0","False","True","GET","200","115","566"
"music_v1","nonrag","gemini","t","apple_music","1","100","Apple Music API","https://developer.apple.com/documentation/applemusicapi/search_for_catalog_resources","https://api.music.apple.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:04Z","0.435","True","False","False","0","False","True","GET","401","44","0"
"music_v1","nonrag","gemini","t","shazam_core_rapidapi","2","98","Shazam Core API (via RapidAPI)","https://rapidapi.com/apidojo/api/shazam-core","https://shazam-core.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:08Z","0.291","True","False","False","0","False","False","GET","429","34","-1"
"music_v1","nonrag","gemini","t","spotify_web_api","3","97","Spotify Web API","https://developer.spotify.com/documentation/web-api/reference/search","https://api.spotify.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:47:08Z","0.363","True","False","False","0","False","False","GET","401","67","74"
"music_v1","nonrag","gemini","t","album_track_search_rapidapi","4","95","Album & Track Search (RapidAPI)","https://rapidapi.com/lucas_39/api/album-track-search","https://album-track-search.p.rapidapi.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:47:04Z","0.345","True","False","False","0","False","True","GET","429","44","-1"
"music_v1","nonrag","gemini","t","musicbrainz_api","5","90","MusicBrainz API (Official)","https://musicbrainz.org/doc/Development/JSON_Web_Service","https://musicbrainz.org","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:07Z","0.291","True","False","False","0","False","False","GET","400","196","-1"
"music_v1","nonrag","gemini","t","musixmatch_rapidapi","6","88","Musixmatch API (via RapidAPI)","https://rapidapi.com/Musixmatch/api/musixmatch","https://musixmatch.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:07Z","0.291","True","False","False","0","False","False","GET","429","48","-1"
"music_v1","nonrag","gemini","t","deezer_api","7","85","Deezer API","https://developers.deezer.com/api/search","https://api.deezer.com","0.25","False","1","False","True","False","False","2025-10-28T22:47:05Z","0.525","True","False","False","0","False","True","GET","200","185","91"
"music_v1","nonrag","gemini","t","song_searcher_v2_rapidapi","8","85","Song Searcher v2 (RapidAPI)","https://rapidapi.com/dvir-berman/api/song-searcher-v2","https://song-searcher-v2.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:47:08Z","0.291","True","False","False","0","False","False","GET","429","40","-1"
"music_v1","nonrag","gemini","t","lastfm_api","9","75","Last.fm API","https://www.last.fm/api/show/track.search","https://ws.audioscrobbler.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:47:06Z","0.345","True","False","False","0","False","True","GET","400","68","160"
"music_v1","nonrag","gemini","t","discogs_api","10","70","Discogs API","https://www.discogs.com/developers/#page:database,header:database-search","https://api.discogs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:05Z","0.435","True","False","False","0","False","True","GET","401","70","61"
"music_v1","nonrag","gpt","t","itunes_search_api","1","99.5","Apple iTunes Search API (Music)","https://developer.apple.com/library/archive/documentation/AudioVideo/Conceptual/iTuneSearchAPI/","https://itunes.apple.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:47:06Z","0.435","True","False","False","0","False","False","GET","200","199","6070"
"music_v1","nonrag","gpt","t","apple_music_api","2","98.8","Apple Music API â€” Search (Songs)","https://developer.apple.com/documentation/applemusicapi/search_for_catalog_resources","https://api.music.apple.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:47:04Z","0.363","True","False","False","0","False","False","GET","401","96","0"
