"metric","kind","llm","variant","method","code","count","avg_ms","median_ms","p95_ms","avg_bytes","median_bytes","p95_bytes"
"err_breakdown","endpoint","mistral","t",,"timeout","44",,,,,,
"err_breakdown","endpoint","mistral","t",,"tls","28",,,,,,
"err_breakdown","endpoint","mistral","t",,"other","1195",,,,,,
"service_responsiveness_rate","overview","gemini","c",,,"103","1030",,,"10",,
"coverage","overview","gemini","c",,,"10",,,,"10","438","22"
"endpoint_err_rate_core","endpoint","gemini","c",,"ERR","244","15.7216494845361",,,,,
"endpoint_err_rate_all","endpoint","gemini","c",,"ERR","1020","43.8144329896907",,,,,
"err_breakdown","endpoint","gemini","c",,"timeout","144",,,,,,
"err_breakdown","endpoint","gemini","c",,"other","876",,,,,,
"doc_size","docs","gpt","t",,,"505",,,,"647895","130400","4547526"
"doc_size","docs","claude","c",,,"565",,,,"848512","150826","4854578"
"doc_size","docs","deepseek","t",,,"478",,,,"546853","71063","4825270"
"doc_size","docs","claude","v",,,"567",,,,"802691","188065","5345795"
"doc_size","docs","gemini","t",,,"473",,,,"854369","264955","5345795"
"doc_size","docs","gpt","c",,,"578",,,,"671086","133390","4853421"
"doc_size","docs","mistral","c",,,"535",,,,"672932","172761","4828758"
"doc_size","docs","gpt","v",,,"544",,,,"665343","138397","3802068"
"doc_size","docs","claude","t",,,"547",,,,"855691","178470","5689028"
"doc_size","docs","deepseek","v",,,"512",,,,"623707","84517","4854574"
"doc_size","docs","deepseek","c",,,"519",,,,"484799","71063","2212319"
"doc_size","docs","mistral","v",,,"535",,,,"458282","155779","1872081"
"doc_size","docs","gemini","v",,,"538",,,,"548557","90883","4508293"
"doc_size","docs","mistral","t",,,"572",,,,"393503","164451","1417573"
"doc_size","docs","gemini","c",,,"497",,,,"597630","264692","2861104"
"http_status_count","docs","claude","v",,"404","52",,,,,,
"http_status_count","docs","gpt","v",,"422","6",,,,,,
"http_status_count","docs","claude","t",,"308","37",,,,,,
"http_status_count","docs","claude","v",,"401","11",,,,,,
"http_status_count","docs","gemini","c",,"200","438",,,,,,
"http_status_count","docs","gemini","c",,"ERR","59",,,,,,
"http_status_count","docs","deepseek","t",,"308","51",,,,,,
"http_status_count","docs","mistral","v",,"200","490",,,,,,
"http_status_count","docs","deepseek","v",,"308","64",,,,,,
"http_status_count","docs","gpt","v",,"308","45",,,,,,
"http_status_count","docs","claude","v",,"ERR","40",,,,,,
"http_status_count","docs","claude","t",,"ERR","47",,,,,,
"http_status_count","docs","deepseek","c",,"200","412",,,,,,
"http_status_count","docs","gemini","t",,"404","56",,,,,,
"http_status_count","docs","mistral","t",,"405","3",,,,,,
"http_status_count","docs","deepseek","v",,"404","75",,,,,,
"http_status_count","docs","gemini","t",,"403","22",,,,,,
"http_status_count","docs","gpt","t",,"ERR","91",,,,,,
"http_status_count","docs","claude","c",,"503","2",,,,,,
"http_status_count","docs","deepseek","c",,"404","69",,,,,,
"http_status_count","docs","mistral","t",,"404","21",,,,,,
"http_status_count","docs","mistral","c",,"200","490",,,,,,
"http_status_count","docs","claude","c",,"404","49",,,,,,
"http_status_count","docs","claude","t",,"200","464",,,,,,
"http_status_count","docs","gemini","v",,"403","19",,,,,,
"http_status_count","docs","mistral","v",,"429","2",,,,,,
"http_status_count","docs","gemini","t",,"308","37",,,,,,
"http_status_count","docs","gpt","c",,"ERR","67",,,,,,
"http_status_count","docs","gemini","t",,"200","402",,,,,,
"http_status_count","docs","mistral","t",,"ERR","30",,,,,,
"http_status_count","docs","mistral","v",,"308","25",,,,,,
"http_status_count","docs","gemini","v",,"200","444",,,,,,
"http_status_count","docs","mistral","c",,"308","25",,,,,,
"http_status_count","docs","gemini","v",,"308","34",,,,,,
"http_status_count","docs","claude","v",,"301","2",,,,,,
"http_status_count","docs","gpt","v",,"404","65",,,,,,
"http_status_count","docs","deepseek","t",,"200","381",,,,,,
"http_status_count","docs","mistral","c",,"ERR","39",,,,,,
"http_status_count","docs","gpt","t",,"404","52",,,,,,
"http_status_count","docs","gpt","c",,"308","44",,,,,,
"http_status_count","docs","gemini","v",,"ERR","73",,,,,,
"http_status_count","docs","mistral","t",,"403","19",,,,,,
"http_status_count","docs","deepseek","v",,"200","427",,,,,,
"http_status_count","docs","gpt","v",,"ERR","59",,,,,,
"http_status_count","docs","gemini","c",,"403","6",,,,,,
"http_status_count","docs","gemini","c",,"308","48",,,,,,
"http_status_count","docs","claude","v",,"200","498",,,,,,
"http_status_count","docs","claude","v",,"403","11",,,,,,
"http_status_count","docs","claude","t",,"403","9",,,,,,
"http_status_count","docs","deepseek","v",,"403","20",,,,,,
"http_status_count","docs","claude","c",,"200","496",,,,,,
"http_status_count","docs","deepseek","t",,"403","38",,,,,,
"http_status_count","docs","gpt","v",,"200","456",,,,,,
"http_status_count","docs","claude","v",,"308","36",,,,,,
"http_status_count","docs","mistral","t",,"308","14",,,,,,
"http_status_count","docs","gpt","t",,"200","455",,,,,,
"http_status_count","docs","mistral","v",,"403","12",,,,,,
"http_status_count","docs","mistral","v",,"404","61",,,,,,
"http_status_count","docs","deepseek","v",,"401","2",,,,,,
"http_status_count","docs","gpt","c",,"200","511",,,,,,
"http_status_count","docs","deepseek","c",,"308","51",,,,,,
"http_status_count","docs","mistral","v",,"ERR","52",,,,,,
"http_status_count","docs","mistral","c",,"404","50",,,,,,
"http_status_count","docs","deepseek","t",,"ERR","61",,,,,,
"http_status_count","docs","mistral","t",,"400","1",,,,,,
"http_status_count","docs","gpt","t",,"308","31",,,,,,
"http_status_count","docs","claude","c",,"ERR","38",,,,,,
"http_status_count","docs","gemini","c",,"422","5",,,,,,
"http_status_count","docs","gpt","c",,"403","11",,,,,,
"http_status_count","docs","gemini","v",,"404","79",,,,,,
"http_status_count","docs","deepseek","t",,"404","71",,,,,,
"http_status_count","docs","claude","c",,"308","37",,,,,,
"http_status_count","docs","mistral","c",,"429","1",,,,,,
"http_status_count","docs","gemini","c",,"404","55",,,,,,
"http_status_count","docs","deepseek","v",,"ERR","58",,,,,,
"http_status_count","docs","claude","t",,"401","4",,,,,,
"http_status_count","docs","mistral","c",,"403","9",,,,,,
"http_status_count","docs","claude","t",,"404","67",,,,,,
"http_status_count","docs","gpt","c",,"404","41",,,,,,
"http_status_count","docs","claude","c",,"403","9",,,,,,
"http_status_count","docs","deepseek","c",,"403","31",,,,,,
"http_status_count","docs","gpt","t",,"403","12",,,,,,
"http_status_count","docs","gemini","t",,"ERR","80",,,,,,
"http_status_count","docs","mistral","t",,"429","2",,,,,,
"http_status_count","docs","mistral","t",,"200","533",,,,,,
"http_status_count","docs","deepseek","c",,"ERR","45",,,,,,
"http_status_count","docs","gpt","v",,"403","30",,,,,,
"latency_perprobe","endpoint","mistral","v","HEAD","400","22","110","78","245",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","503","1","563","563","563",,,
"latency_perprobe","endpoint","gpt","t","HEAD","500","17","187","209","407",,,
"latency_perprobe","endpoint","deepseek","c","GET","405","54","136","161","194",,,
"latency_perprobe","endpoint","gemini","t","HEAD","429","4","34","28","41",,,
"latency_perprobe","endpoint","gpt","v","HEAD","200","62","331","261","1398",,,
"latency_perprobe","endpoint","deepseek","t","GET","ERR","116","1554","1","15012",,,
"latency_perprobe","endpoint","claude","v","GET","401","510","120","100","286",,,
"latency_perprobe","endpoint","gpt","v","GET","302","10","646","631","723",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","401","192","243","159","707",,,
"latency_perprobe","endpoint","deepseek","c","GET","308","4","80","77","94",,,
"latency_perprobe","endpoint","gemini","v","GET","401","332","118","103","232",,,
"latency_perprobe","endpoint","claude","t","HEAD","401","352","174","166","499",,,
"latency_perprobe","endpoint","mistral","v","HEAD","401","162","142","93","470",,,
"latency_perprobe","endpoint","mistral","v","GET","503","10","102","65","225",,,
"latency_perprobe","endpoint","gpt","c","GET","405","31","155","89","175",,,
"latency_perprobe","endpoint","mistral","c","GET","400","38","204","180","512",,,
"latency_perprobe","endpoint","gemini","c","GET","401","333","129","103","277",,,
"latency_perprobe","endpoint","gpt","v","GET","401","509","135","115","288",,,
"latency_perprobe","endpoint","gemini","v","GET","415","6","63","54","103",,,
"latency_perprobe","endpoint","gpt","t","GET","403","49","283","251","549",,,
"latency_perprobe","endpoint","claude","c","HEAD","596","2","620","612","627",,,
"latency_perprobe","endpoint","gpt","c","HEAD","403","48","411","415","797",,,
"latency_perprobe","endpoint","claude","t","GET","401","525","132","105","296",,,
"latency_perprobe","endpoint","mistral","t","GET","404","274","129","108","292",,,
"latency_perprobe","endpoint","gpt","t","GET","500","2","202","199","204",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","406","7","1957","1154","7702",,,
"latency_perprobe","endpoint","gemini","c","GET","403","17","283","305","484",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","406","28","283","270","407",,,
"latency_perprobe","endpoint","gpt","v","HEAD","401","361","179","134","542",,,
"latency_perprobe","endpoint","gpt","c","GET","ERR","56","1342","1","15010",,,
"latency_perprobe","endpoint","claude","v","HEAD","500","6","47","40","92",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","406","14","273","270","296",,,
"latency_perprobe","endpoint","mistral","t","HEAD","429","24","267","371","435",,,
"latency_perprobe","endpoint","claude","c","HEAD","503","8","199","199","220",,,
"latency_perprobe","endpoint","mistral","v","HEAD","500","13","59","54","83",,,
"latency_perprobe","endpoint","deepseek","v","GET","400","47","160","172","307",,,
"latency_perprobe","endpoint","claude","c","GET","405","31","118","102","217",,,
"latency_perprobe","endpoint","gpt","c","HEAD","400","9","246","138","789",,,
"latency_perprobe","endpoint","claude","v","HEAD","302","4","624","616","659",,,
"latency_perprobe","endpoint","gpt","t","HEAD","400","42","225","118","613",,,
"latency_perprobe","endpoint","gpt","c","GET","200","52","400","104","1546",,,
"latency_perprobe","endpoint","gemini","v","HEAD","415","6","54","49","97",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","ERR","184","1730","1","15010",,,
"latency_perprobe","endpoint","mistral","v","HEAD","302","22","679","651","733",,,
"latency_perprobe","endpoint","gemini","c","HEAD","400","7","68","61","143",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","405","101","114","90","262",,,
"latency_perprobe","endpoint","claude","c","HEAD","ERR","107","1139","1","15007",,,
"latency_perprobe","endpoint","gemini","v","HEAD","503","3","342","245","570",,,
"latency_perprobe","endpoint","mistral","c","GET","500","13","110","89","258",,,
"latency_perprobe","endpoint","mistral","t","HEAD","500","13","582","61","6781",,,
"latency_perprobe","endpoint","gpt","v","HEAD","400","44","211","113","587",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","308","4","51","32","82",,,
"latency_perprobe","endpoint","claude","t","GET","405","34","101","94","211",,,
"latency_perprobe","endpoint","mistral","t","GET","200","70","223","263","500",,,
"latency_perprobe","endpoint","deepseek","t","GET","401","311","137","104","325",,,
"latency_perprobe","endpoint","deepseek","v","GET","200","66","145","91","312",,,
"latency_perprobe","endpoint","mistral","v","OPTIONS","ERR","1002","0","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","500","4","46","40","65",,,
"latency_perprobe","endpoint","gemini","t","HEAD","ERR","104","2041","1","15051",,,
"latency_perprobe","endpoint","claude","v","HEAD","401","335","162","100","388",,,
"latency_perprobe","endpoint","gemini","v","HEAD","ERR","180","405","1","141",,,
"latency_perprobe","endpoint","gpt","t","HEAD","401","311","160","128","411",,,
"latency_perprobe","endpoint","gemini","c","HEAD","500","7","254","248","301",,,
"latency_perprobe","endpoint","gpt","c","HEAD","429","8","39","36","49",,,
"latency_perprobe","endpoint","mistral","v","HEAD","200","39","258","115","1926",,,
"latency_perprobe","endpoint","claude","c","HEAD","403","37","274","263","480",,,
"latency_perprobe","endpoint","deepseek","t","GET","429","15","37","37","44",,,
"latency_perprobe","endpoint","gpt","c","HEAD","500","2","208","207","209",,,
"latency_perprobe","endpoint","mistral","c","HEAD","404","222","196","120","445",,,
"latency_perprobe","endpoint","claude","c","GET","200","90","264","96","516",,,
"latency_perprobe","endpoint","mistral","t","HEAD","422","5","197","164","257",,,
"latency_perprobe","endpoint","claude","v","GET","404","294","117","98","277",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","400","32","385","469","737",,,
"latency_perprobe","endpoint","mistral","v","GET","404","334","139","103","311",,,
"latency_perprobe","endpoint","deepseek","v","GET","404","243","129","101","278",,,
"latency_perprobe","endpoint","gemini","c","HEAD","ERR","122","8825","15007","15084",,,
"latency_perprobe","endpoint","gemini","v","HEAD","403","78","297","248","860",,,
"latency_perprobe","endpoint","gpt","t","GET","405","54","106","80","294",,,
"latency_perprobe","endpoint","deepseek","c","GET","ERR","80","3266","1","15021",,,
"latency_perprobe","endpoint","mistral","v","GET","308","4","78","71","94",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","302","4","679","607","873",,,
"latency_perprobe","endpoint","mistral","t","HEAD","401","177","209","103","1178",,,
"latency_perprobe","endpoint","claude","v","HEAD","400","10","129","71","314",,,
"latency_perprobe","endpoint","gpt","v","HEAD","500","2","206","199","212",,,
"latency_perprobe","endpoint","claude","t","HEAD","200","50","153","88","587",,,
"latency_perprobe","endpoint","mistral","c","HEAD","403","32","218","214","323",,,
"latency_perprobe","endpoint","claude","t","OPTIONS","ERR","1168","1","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","400","19","114","95","188",,,
"latency_perprobe","endpoint","mistral","v","HEAD","403","82","246","223","434",,,
"latency_perprobe","endpoint","claude","v","HEAD","ERR","124","1551","1","15022",,,
"latency_perprobe","endpoint","mistral","v","GET","302","22","648","638","725",,,
"latency_perprobe","endpoint","gemini","t","GET","403","16","208","171","659",,,
"latency_perprobe","endpoint","gpt","v","GET","403","63","325","301","688",,,
"latency_perprobe","endpoint","gpt","t","GET","429","25","38","33","66",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","308","4","60","31","110",,,
"latency_perprobe","endpoint","gpt","c","HEAD","200","47","446","297","1329",,,
"latency_perprobe","endpoint","mistral","t","HEAD","405","54","162","99","430",,,
"latency_perprobe","endpoint","claude","t","HEAD","ERR","167","660","1","204",,,
"latency_perprobe","endpoint","gpt","t","HEAD","429","8","38","35","53",,,
"latency_perprobe","endpoint","deepseek","v","GET","429","26","40","38","55",,,
"latency_perprobe","endpoint","gpt","v","HEAD","403","80","355","274","854",,,
"latency_perprobe","endpoint","gemini","c","GET","200","61","208","98","728",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","404","307","141","105","342",,,
"latency_perprobe","endpoint","gpt","t","HEAD","302","4","596","590","613",,,
"latency_perprobe","endpoint","mistral","t","GET","ERR","169","1937","2","15007",,,
"latency_perprobe","endpoint","claude","t","HEAD","405","133","154","94","720",,,
"latency_perprobe","endpoint","gpt","c","GET","401","476","138","114","287",,,
"latency_perprobe","endpoint","claude","c","HEAD","302","4","617","598","650",,,
"latency_perprobe","endpoint","gemini","c","OPTIONS","ERR","776","1","1","1",,,
"latency_perprobe","endpoint","gemini","v","GET","400","31","121","95","227",,,
"latency_perprobe","endpoint","gemini","v","HEAD","429","12","36","33","70",,,
"latency_perprobe","endpoint","gemini","c","HEAD","401","257","236","160","685",,,
"latency_perprobe","endpoint","gemini","t","HEAD","400","2","34","29","39",,,
"latency_perprobe","endpoint","mistral","c","OPTIONS","ERR","813","1","1","1",,,
"latency_perprobe","endpoint","deepseek","t","GET","502","3","110","99","134",,,
"latency_perprobe","endpoint","mistral","t","HEAD","302","10","646","648","722",,,
"latency_perprobe","endpoint","claude","t","HEAD","429","18","34","33","48",,,
"latency_perprobe","endpoint","claude","t","HEAD","404","346","183","118","462",,,
"latency_perprobe","endpoint","mistral","v","HEAD","503","10","97","65","219",,,
"latency_perprobe","endpoint","claude","c","GET","ERR","110","1101","1","15011",,,
"latency_perprobe","endpoint","mistral","t","GET","500","13","75","61","154",,,
"latency_perprobe","endpoint","gemini","v","GET","200","79","226","110","720",,,
"latency_perprobe","endpoint","claude","c","GET","404","213","111","96","225",,,
"latency_perprobe","endpoint","claude","c","GET","503","8","198","199","225",,,
"latency_perprobe","endpoint","gemini","c","HEAD","302","5","668","639","771",,,
"latency_perprobe","endpoint","gemini","t","GET","503","1","215","215","215",,,
"latency_perprobe","endpoint","deepseek","c","GET","400","44","112","95","190",,,
"latency_perprobe","endpoint","gpt","v","GET","503","7","198","201","213",,,
"latency_perprobe","endpoint","deepseek","t","GET","403","36","324","252","692",,,
"latency_perprobe","endpoint","gemini","v","OPTIONS","ERR","945","1","0","1",,,
"latency_perprobe","endpoint","gpt","c","HEAD","ERR","56","1378","30","15096",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","401","218","178","114","565",,,
"latency_perprobe","endpoint","gpt","v","GET","429","33","38","35","75",,,
"latency_perprobe","endpoint","mistral","t","GET","429","25","269","370","446",,,
"latency_perprobe","endpoint","gemini","v","GET","308","4","80","80","83",,,
"latency_perprobe","endpoint","gemini","c","GET","429","83","40","35","72",,,
"latency_perprobe","endpoint","gemini","v","GET","202","2","56","41","72",,,
"latency_perprobe","endpoint","claude","c","HEAD","401","253","212","161","502",,,
"latency_perprobe","endpoint","gpt","t","GET","ERR","177","402","1","204",,,
"latency_perprobe","endpoint","deepseek","c","OPTIONS","ERR","748","1","1","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","404","203","184","155","390",,,
"latency_perprobe","endpoint","mistral","t","HEAD","403","69","225","200","463",,,
"latency_perprobe","endpoint","gpt","c","OPTIONS","ERR","941","0","0","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","500","2","786","769","804",,,
"latency_perprobe","endpoint","claude","c","HEAD","429","4","39","31","58",,,
"latency_perprobe","endpoint","gemini","t","HEAD","401","249","206","171","476",,,
"latency_perprobe","endpoint","deepseek","t","GET","400","28","128","98","200",,,
"latency_perprobe","endpoint","mistral","c","GET","404","151","109","90","240",,,
"latency_perprobe","endpoint","gemini","v","HEAD","401","226","148","129","328",,,
"latency_perprobe","endpoint","gemini","v","HEAD","404","275","153","117","339",,,
"latency_perprobe","endpoint","gpt","c","HEAD","405","86","302","246","847",,,
"latency_perprobe","endpoint","gemini","t","HEAD","200","64","383","190","1136",,,
"latency_perprobe","endpoint","claude","c","GET","403","25","186","228","488",,,
"latency_perprobe","endpoint","mistral","t","GET","422","5","187","170","235",,,
"latency_perprobe","endpoint","mistral","t","GET","400","34","122","102","239",,,
"latency_perprobe","endpoint","mistral","c","HEAD","405","49","167","115","499",,,
"latency_perprobe","endpoint","mistral","v","GET","ERR","178","1335","1","15005",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","403","49","438","309","1115",,,
"latency_perprobe","endpoint","mistral","t","OPTIONS","ERR","955","1","0","1",,,
"latency_perprobe","endpoint","deepseek","v","GET","403","60","664","240","2845",,,
"latency_perprobe","endpoint","mistral","v","GET","405","13","99","97","173",,,
"latency_perprobe","endpoint","deepseek","v","GET","405","42","123","94","208",,,
"latency_perprobe","endpoint","claude","v","GET","500","2","183","177","189",,,
"latency_perprobe","endpoint","gemini","c","HEAD","429","3","32","34","34",,,
"latency_perprobe","endpoint","gpt","c","HEAD","404","252","272","181","834",,,
"latency_perprobe","endpoint","deepseek","t","GET","404","159","122","95","309",,,
"latency_perprobe","endpoint","gpt","v","HEAD","405","90","145","103","376",,,
"latency_perprobe","endpoint","claude","t","GET","400","37","146","172","198",,,
"latency_perprobe","endpoint","gemini","v","GET","403","57","257","233","676",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","ERR","80","3311","62","15011",,,
"latency_perprobe","endpoint","gpt","c","GET","403","44","271","231","565",,,
"latency_perprobe","endpoint","deepseek","t","GET","200","59","300","100","1317",,,
"latency_perprobe","endpoint","gpt","t","HEAD","ERR","173","416","1","160",,,
"latency_perprobe","endpoint","gemini","v","GET","ERR","183","390","1","7",,,
"latency_perprobe","endpoint","gemini","t","GET","400","4","41","27","62",,,
"latency_perprobe","endpoint","mistral","t","HEAD","ERR","143","2126","81","15009",,,
"latency_perprobe","endpoint","claude","t","GET","429","60","37","34","56",,,
"latency_perprobe","endpoint","gpt","t","GET","401","456","122","102","277",,,
"latency_perprobe","endpoint","gemini","v","HEAD","308","4","45","34","68",,,
"latency_perprobe","endpoint","gemini","v","HEAD","400","24","145","141","263",,,
"latency_perprobe","endpoint","claude","t","GET","403","30","239","158","546",,,
"latency_perprobe","endpoint","gemini","v","HEAD","202","2","36","33","39",,,
"latency_perprobe","endpoint","mistral","t","HEAD","404","397","264","163","915",,,
"latency_perprobe","endpoint","claude","v","HEAD","503","15","65","70","93",,,
"latency_perprobe","endpoint","deepseek","v","GET","302","31","669","671","742",,,
"latency_perprobe","endpoint","mistral","t","GET","401","300","113","97","242",,,
"latency_perprobe","endpoint","claude","v","OPTIONS","ERR","1212","0","0","1",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","400","44","287","185","828",,,
"latency_perprobe","endpoint","gpt","v","HEAD","404","339","149","105","426",,,
"latency_perprobe","endpoint","gemini","t","GET","429","61","39","36","73",,,
"latency_perprobe","endpoint","gpt","v","HEAD","429","14","60","35","317",,,
"latency_perprobe","endpoint","mistral","t","HEAD","200","43","256","123","553",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","403","73","246","209","670",,,
"latency_perprobe","endpoint","deepseek","v","GET","401","366","120","99","277",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","500","12","96","101","138",,,
