"metric","kind","llm","variant","method","code","count","avg_ms","median_ms","p95_ms","avg_bytes","median_bytes","p95_bytes"
"err_breakdown","endpoint","mistral","t",,"timeout","44",,,,,,
"err_breakdown","endpoint","mistral","t",,"tls","28",,,,,,
"err_breakdown","endpoint","mistral","t",,"other","1156",,,,,,
"service_responsiveness_rate","overview","gemini","c",,,"103","1030",,,"10",,
"coverage","overview","gemini","c",,,"10",,,,"10","419","13"
"endpoint_err_rate_core","endpoint","gemini","c",,"ERR","214","14.3817204301075",,,,,
"endpoint_err_rate_all","endpoint","gemini","c",,"ERR","958","42.921146953405",,,,,
"err_breakdown","endpoint","gemini","c",,"timeout","116",,,,,,
"err_breakdown","endpoint","gemini","c",,"other","842",,,,,,
"doc_size","docs","gpt","t",,,"498",,,,"646373","130400","4547526"
"doc_size","docs","claude","c",,,"547",,,,"862496","150826","5345795"
"doc_size","docs","deepseek","t",,,"468",,,,"541982","71063","4824301"
"doc_size","docs","claude","v",,,"550",,,,"814337","188065","5345795"
"doc_size","docs","gemini","t",,,"455",,,,"868376","264869","5345795"
"doc_size","docs","gpt","c",,,"563",,,,"674957","133390","4853421"
"doc_size","docs","mistral","c",,,"518",,,,"672905","172761","5345795"
"doc_size","docs","gpt","v",,,"525",,,,"666411","138397","3802068"
"doc_size","docs","claude","t",,,"531",,,,"867207","178470","5689028"
"doc_size","docs","deepseek","v",,,"502",,,,"621168","87679","4854574"
"doc_size","docs","deepseek","c",,,"506",,,,"482304","71063","2212315"
"doc_size","docs","mistral","v",,,"515",,,,"454901","155779","1872077"
"doc_size","docs","gemini","v",,,"519",,,,"552890","90883","4508293"
"doc_size","docs","mistral","t",,,"553",,,,"390610","155779","1417573"
"doc_size","docs","gemini","c",,,"478",,,,"613277","264632","2861104"
"http_status_count","docs","claude","v",,"404","50",,,,,,
"http_status_count","docs","gpt","v",,"422","6",,,,,,
"http_status_count","docs","claude","t",,"308","37",,,,,,
"http_status_count","docs","claude","v",,"401","11",,,,,,
"http_status_count","docs","gemini","c",,"200","419",,,,,,
"http_status_count","docs","gemini","c",,"ERR","58",,,,,,
"http_status_count","docs","deepseek","t",,"308","45",,,,,,
"http_status_count","docs","mistral","v",,"200","472",,,,,,
"http_status_count","docs","deepseek","v",,"308","57",,,,,,
"http_status_count","docs","gpt","v",,"308","45",,,,,,
"http_status_count","docs","claude","v",,"ERR","38",,,,,,
"http_status_count","docs","claude","t",,"ERR","44",,,,,,
"http_status_count","docs","deepseek","c",,"200","400",,,,,,
"http_status_count","docs","gemini","t",,"404","55",,,,,,
"http_status_count","docs","mistral","t",,"405","3",,,,,,
"http_status_count","docs","deepseek","v",,"404","73",,,,,,
"http_status_count","docs","gemini","t",,"403","22",,,,,,
"http_status_count","docs","gpt","t",,"ERR","81",,,,,,
"http_status_count","docs","claude","c",,"503","1",,,,,,
"http_status_count","docs","deepseek","c",,"404","68",,,,,,
"http_status_count","docs","mistral","t",,"404","21",,,,,,
"http_status_count","docs","mistral","c",,"200","474",,,,,,
"http_status_count","docs","claude","c",,"404","49",,,,,,
"http_status_count","docs","claude","t",,"200","449",,,,,,
"http_status_count","docs","gemini","v",,"403","19",,,,,,
"http_status_count","docs","mistral","v",,"429","2",,,,,,
"http_status_count","docs","gemini","t",,"308","37",,,,,,
"http_status_count","docs","gpt","c",,"ERR","66",,,,,,
"http_status_count","docs","gemini","t",,"200","384",,,,,,
"http_status_count","docs","mistral","t",,"ERR","29",,,,,,
"http_status_count","docs","mistral","v",,"308","25",,,,,,
"http_status_count","docs","gemini","v",,"200","425",,,,,,
"http_status_count","docs","mistral","c",,"308","25",,,,,,
"http_status_count","docs","gemini","v",,"308","34",,,,,,
"http_status_count","docs","claude","v",,"301","2",,,,,,
"http_status_count","docs","gpt","v",,"404","65",,,,,,
"http_status_count","docs","deepseek","t",,"200","372",,,,,,
"http_status_count","docs","mistral","c",,"ERR","37",,,,,,
"http_status_count","docs","gpt","t",,"404","50",,,,,,
"http_status_count","docs","gpt","c",,"308","40",,,,,,
"http_status_count","docs","gemini","v",,"ERR","72",,,,,,
"http_status_count","docs","mistral","t",,"403","19",,,,,,
"http_status_count","docs","deepseek","v",,"200","418",,,,,,
"http_status_count","docs","gpt","v",,"ERR","58",,,,,,
"http_status_count","docs","gemini","c",,"403","6",,,,,,
"http_status_count","docs","gemini","c",,"308","48",,,,,,
"http_status_count","docs","claude","v",,"200","483",,,,,,
"http_status_count","docs","claude","v",,"403","10",,,,,,
"http_status_count","docs","claude","t",,"403","9",,,,,,
"http_status_count","docs","deepseek","v",,"403","19",,,,,,
"http_status_count","docs","claude","c",,"200","479",,,,,,
"http_status_count","docs","deepseek","t",,"403","37",,,,,,
"http_status_count","docs","gpt","v",,"200","437",,,,,,
"http_status_count","docs","claude","v",,"308","36",,,,,,
"http_status_count","docs","mistral","t",,"308","14",,,,,,
"http_status_count","docs","gpt","t",,"200","449",,,,,,
"http_status_count","docs","mistral","v",,"403","12",,,,,,
"http_status_count","docs","mistral","v",,"404","59",,,,,,
"http_status_count","docs","deepseek","v",,"401","1",,,,,,
"http_status_count","docs","gpt","c",,"200","496",,,,,,
"http_status_count","docs","deepseek","c",,"308","46",,,,,,
"http_status_count","docs","mistral","v",,"ERR","52",,,,,,
"http_status_count","docs","mistral","c",,"404","48",,,,,,
"http_status_count","docs","deepseek","t",,"ERR","58",,,,,,
"http_status_count","docs","mistral","t",,"400","1",,,,,,
"http_status_count","docs","gpt","t",,"308","29",,,,,,
"http_status_count","docs","claude","c",,"ERR","36",,,,,,
"http_status_count","docs","gemini","c",,"422","5",,,,,,
"http_status_count","docs","gpt","c",,"403","11",,,,,,
"http_status_count","docs","gemini","v",,"404","79",,,,,,
"http_status_count","docs","deepseek","t",,"404","70",,,,,,
"http_status_count","docs","claude","c",,"308","37",,,,,,
"http_status_count","docs","mistral","c",,"429","1",,,,,,
"http_status_count","docs","gemini","c",,"404","55",,,,,,
"http_status_count","docs","deepseek","v",,"ERR","58",,,,,,
"http_status_count","docs","claude","t",,"401","4",,,,,,
"http_status_count","docs","mistral","c",,"403","9",,,,,,
"http_status_count","docs","claude","t",,"404","65",,,,,,
"http_status_count","docs","gpt","c",,"404","41",,,,,,
"http_status_count","docs","claude","c",,"403","9",,,,,,
"http_status_count","docs","deepseek","c",,"403","30",,,,,,
"http_status_count","docs","gpt","t",,"403","12",,,,,,
"http_status_count","docs","gemini","t",,"ERR","79",,,,,,
"http_status_count","docs","mistral","t",,"429","2",,,,,,
"http_status_count","docs","mistral","t",,"200","514",,,,,,
"http_status_count","docs","deepseek","c",,"ERR","44",,,,,,
"http_status_count","docs","gpt","v",,"403","30",,,,,,
"latency_perprobe","endpoint","mistral","v","HEAD","400","22","110","78","245",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","503","1","563","563","563",,,
"latency_perprobe","endpoint","gpt","t","HEAD","500","16","186","204","407",,,
"latency_perprobe","endpoint","deepseek","c","GET","405","52","137","161","194",,,
"latency_perprobe","endpoint","gemini","t","HEAD","429","4","34","28","41",,,
"latency_perprobe","endpoint","gpt","v","HEAD","200","61","334","263","1398",,,
"latency_perprobe","endpoint","deepseek","t","GET","ERR","111","1624","1","15012",,,
"latency_perprobe","endpoint","claude","v","GET","401","494","121","100","286",,,
"latency_perprobe","endpoint","gpt","v","GET","302","10","646","631","723",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","401","184","241","155","707",,,
"latency_perprobe","endpoint","deepseek","c","GET","308","4","80","77","94",,,
"latency_perprobe","endpoint","gemini","v","GET","401","323","120","105","232",,,
"latency_perprobe","endpoint","claude","t","HEAD","401","339","177","167","502",,,
"latency_perprobe","endpoint","mistral","v","HEAD","401","143","147","92","470",,,
"latency_perprobe","endpoint","mistral","v","GET","503","10","102","65","225",,,
"latency_perprobe","endpoint","gpt","c","GET","405","29","86","88","143",,,
"latency_perprobe","endpoint","mistral","c","GET","400","37","207","184","512",,,
"latency_perprobe","endpoint","gemini","c","GET","401","327","129","103","277",,,
"latency_perprobe","endpoint","gpt","v","GET","401","488","137","118","288",,,
"latency_perprobe","endpoint","gemini","v","GET","415","5","63","54","103",,,
"latency_perprobe","endpoint","gpt","t","GET","403","45","290","260","549",,,
"latency_perprobe","endpoint","claude","c","HEAD","596","2","620","612","627",,,
"latency_perprobe","endpoint","gpt","c","HEAD","403","45","426","441","797",,,
"latency_perprobe","endpoint","claude","t","GET","401","509","134","106","298",,,
"latency_perprobe","endpoint","mistral","t","GET","404","269","130","109","292",,,
"latency_perprobe","endpoint","gpt","t","GET","500","1","199","199","199",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","406","7","1957","1154","7702",,,
"latency_perprobe","endpoint","gemini","c","GET","403","15","298","306","484",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","406","28","283","270","407",,,
"latency_perprobe","endpoint","gpt","v","HEAD","401","340","183","138","561",,,
"latency_perprobe","endpoint","gpt","c","GET","ERR","52","1445","1","15010",,,
"latency_perprobe","endpoint","claude","v","HEAD","500","5","50","42","92",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","406","14","273","270","296",,,
"latency_perprobe","endpoint","mistral","t","HEAD","429","24","267","371","435",,,
"latency_perprobe","endpoint","claude","c","HEAD","503","5","196","189","220",,,
"latency_perprobe","endpoint","mistral","v","HEAD","500","13","59","54","83",,,
"latency_perprobe","endpoint","deepseek","v","GET","400","45","162","173","307",,,
"latency_perprobe","endpoint","claude","c","GET","405","30","118","101","217",,,
"latency_perprobe","endpoint","gpt","c","HEAD","400","9","246","138","789",,,
"latency_perprobe","endpoint","claude","v","HEAD","302","4","624","616","659",,,
"latency_perprobe","endpoint","gpt","t","HEAD","400","42","225","118","613",,,
"latency_perprobe","endpoint","gpt","c","GET","200","52","400","104","1546",,,
"latency_perprobe","endpoint","gemini","v","HEAD","415","5","58","53","97",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","ERR","182","1749","1","15010",,,
"latency_perprobe","endpoint","mistral","v","HEAD","302","22","679","651","733",,,
"latency_perprobe","endpoint","gemini","c","HEAD","400","7","68","61","143",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","405","97","115","90","269",,,
"latency_perprobe","endpoint","claude","c","HEAD","ERR","102","1194","1","15007",,,
"latency_perprobe","endpoint","gemini","v","HEAD","503","3","342","245","570",,,
"latency_perprobe","endpoint","mistral","c","GET","500","13","110","89","258",,,
"latency_perprobe","endpoint","mistral","t","HEAD","500","13","582","61","6781",,,
"latency_perprobe","endpoint","gpt","v","HEAD","400","44","211","113","587",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","308","4","51","32","82",,,
"latency_perprobe","endpoint","claude","t","GET","405","33","101","97","211",,,
"latency_perprobe","endpoint","mistral","t","GET","200","66","223","263","500",,,
"latency_perprobe","endpoint","deepseek","t","GET","401","306","137","104","325",,,
"latency_perprobe","endpoint","deepseek","v","GET","200","65","145","91","312",,,
"latency_perprobe","endpoint","mistral","v","OPTIONS","ERR","967","1","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","500","4","46","40","65",,,
"latency_perprobe","endpoint","gemini","t","HEAD","ERR","97","1567","1","15034",,,
"latency_perprobe","endpoint","claude","v","HEAD","401","319","164","102","388",,,
"latency_perprobe","endpoint","gemini","v","HEAD","ERR","176","414","1","144",,,
"latency_perprobe","endpoint","gpt","t","HEAD","401","299","163","142","419",,,
"latency_perprobe","endpoint","gemini","c","HEAD","500","7","254","248","301",,,
"latency_perprobe","endpoint","gpt","c","HEAD","429","4","40","32","49",,,
"latency_perprobe","endpoint","mistral","v","HEAD","200","37","216","115","548",,,
"latency_perprobe","endpoint","claude","c","HEAD","403","32","275","263","480",,,
"latency_perprobe","endpoint","deepseek","t","GET","429","9","37","38","44",,,
"latency_perprobe","endpoint","gpt","c","HEAD","500","1","209","209","209",,,
"latency_perprobe","endpoint","mistral","c","HEAD","404","215","195","120","445",,,
"latency_perprobe","endpoint","claude","c","GET","200","89","266","97","516",,,
"latency_perprobe","endpoint","mistral","t","HEAD","422","5","197","164","257",,,
"latency_perprobe","endpoint","claude","v","GET","404","287","118","98","277",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","400","30","388","469","737",,,
"latency_perprobe","endpoint","mistral","v","GET","404","328","140","103","311",,,
"latency_perprobe","endpoint","deepseek","v","GET","404","239","130","102","280",,,
"latency_perprobe","endpoint","gemini","c","HEAD","ERR","107","8094","15006","15082",,,
"latency_perprobe","endpoint","gemini","v","HEAD","403","77","298","249","860",,,
"latency_perprobe","endpoint","gpt","t","GET","405","54","106","80","294",,,
"latency_perprobe","endpoint","deepseek","c","GET","ERR","76","3438","1","15038",,,
"latency_perprobe","endpoint","mistral","v","GET","308","4","78","71","94",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","302","4","679","607","873",,,
"latency_perprobe","endpoint","mistral","t","HEAD","401","170","211","103","1178",,,
"latency_perprobe","endpoint","claude","v","HEAD","400","10","129","71","314",,,
"latency_perprobe","endpoint","gpt","v","HEAD","500","1","199","199","199",,,
"latency_perprobe","endpoint","claude","t","HEAD","200","49","154","88","587",,,
"latency_perprobe","endpoint","mistral","c","HEAD","403","32","218","214","323",,,
"latency_perprobe","endpoint","claude","t","OPTIONS","ERR","1128","1","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","400","18","115","95","188",,,
"latency_perprobe","endpoint","mistral","v","HEAD","403","82","246","223","434",,,
"latency_perprobe","endpoint","claude","v","HEAD","ERR","114","1421","1","15022",,,
"latency_perprobe","endpoint","mistral","v","GET","302","22","648","638","725",,,
"latency_perprobe","endpoint","gemini","t","GET","403","15","211","214","659",,,
"latency_perprobe","endpoint","gpt","v","GET","403","60","333","312","688",,,
"latency_perprobe","endpoint","gpt","t","GET","429","19","37","32","66",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","308","4","60","31","110",,,
"latency_perprobe","endpoint","gpt","c","HEAD","200","47","446","297","1329",,,
"latency_perprobe","endpoint","mistral","t","HEAD","405","49","146","99","358",,,
"latency_perprobe","endpoint","claude","t","HEAD","ERR","165","668","1","204",,,
"latency_perprobe","endpoint","gpt","t","HEAD","429","4","34","35","39",,,
"latency_perprobe","endpoint","deepseek","v","GET","429","17","39","38","70",,,
"latency_perprobe","endpoint","gpt","v","HEAD","403","77","361","282","937",,,
"latency_perprobe","endpoint","gemini","c","GET","200","60","209","98","728",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","404","298","139","104","343",,,
"latency_perprobe","endpoint","gpt","t","HEAD","302","4","596","590","613",,,
"latency_perprobe","endpoint","mistral","t","GET","ERR","163","2008","2","15007",,,
"latency_perprobe","endpoint","claude","t","HEAD","405","125","150","94","716",,,
"latency_perprobe","endpoint","gpt","c","GET","401","465","138","114","284",,,
"latency_perprobe","endpoint","claude","c","HEAD","302","4","617","598","650",,,
"latency_perprobe","endpoint","gemini","c","OPTIONS","ERR","744","1","1","1",,,
"latency_perprobe","endpoint","gemini","v","GET","400","30","121","92","227",,,
"latency_perprobe","endpoint","gemini","v","HEAD","429","12","36","33","70",,,
"latency_perprobe","endpoint","gemini","c","HEAD","401","250","238","161","685",,,
"latency_perprobe","endpoint","gemini","t","HEAD","400","2","34","29","39",,,
"latency_perprobe","endpoint","mistral","c","OPTIONS","ERR","774","1","1","1",,,
"latency_perprobe","endpoint","deepseek","t","GET","502","3","110","99","134",,,
"latency_perprobe","endpoint","mistral","t","HEAD","302","10","646","648","722",,,
"latency_perprobe","endpoint","claude","t","HEAD","429","17","34","33","48",,,
"latency_perprobe","endpoint","claude","t","HEAD","404","339","182","118","462",,,
"latency_perprobe","endpoint","mistral","v","HEAD","503","10","97","65","219",,,
"latency_perprobe","endpoint","claude","c","GET","ERR","105","1153","1","15011",,,
"latency_perprobe","endpoint","mistral","t","GET","500","13","75","61","154",,,
"latency_perprobe","endpoint","gemini","v","GET","200","78","228","110","720",,,
"latency_perprobe","endpoint","claude","c","GET","404","206","111","94","225",,,
"latency_perprobe","endpoint","claude","c","GET","503","5","194","177","225",,,
"latency_perprobe","endpoint","gemini","c","HEAD","302","5","668","639","771",,,
"latency_perprobe","endpoint","gemini","t","GET","503","1","215","215","215",,,
"latency_perprobe","endpoint","deepseek","c","GET","400","42","111","94","190",,,
"latency_perprobe","endpoint","gpt","v","GET","503","4","190","185","201",,,
"latency_perprobe","endpoint","deepseek","t","GET","403","36","324","252","692",,,
"latency_perprobe","endpoint","gemini","v","OPTIONS","ERR","919","1","0","1",,,
"latency_perprobe","endpoint","gpt","c","HEAD","ERR","52","1482","30","15096",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","401","208","180","115","565",,,
"latency_perprobe","endpoint","gpt","v","GET","429","29","38","35","75",,,
"latency_perprobe","endpoint","mistral","t","GET","429","25","269","370","446",,,
"latency_perprobe","endpoint","gemini","v","GET","308","4","80","80","83",,,
"latency_perprobe","endpoint","gemini","c","GET","429","78","39","34","78",,,
"latency_perprobe","endpoint","gemini","v","GET","202","2","56","41","72",,,
"latency_perprobe","endpoint","claude","c","HEAD","401","240","218","167","502",,,
"latency_perprobe","endpoint","gpt","t","GET","ERR","164","434","1","204",,,
"latency_perprobe","endpoint","deepseek","c","OPTIONS","ERR","721","1","1","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","404","199","185","162","395",,,
"latency_perprobe","endpoint","mistral","t","HEAD","403","69","225","200","463",,,
"latency_perprobe","endpoint","gpt","c","OPTIONS","ERR","909","0","0","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","500","2","786","769","804",,,
"latency_perprobe","endpoint","claude","c","HEAD","429","2","30","29","31",,,
"latency_perprobe","endpoint","gemini","t","HEAD","401","240","207","171","476",,,
"latency_perprobe","endpoint","deepseek","t","GET","400","26","128","98","200",,,
"latency_perprobe","endpoint","mistral","c","GET","404","148","110","90","240",,,
"latency_perprobe","endpoint","gemini","v","HEAD","401","218","149","134","328",,,
"latency_perprobe","endpoint","gemini","v","HEAD","404","269","152","114","339",,,
"latency_perprobe","endpoint","gpt","c","HEAD","405","84","297","237","847",,,
"latency_perprobe","endpoint","gemini","t","HEAD","200","63","388","197","1136",,,
"latency_perprobe","endpoint","claude","c","GET","403","20","170","103","488",,,
"latency_perprobe","endpoint","mistral","t","GET","422","5","187","170","235",,,
"latency_perprobe","endpoint","mistral","t","GET","400","33","123","107","239",,,
"latency_perprobe","endpoint","mistral","c","HEAD","405","48","168","115","499",,,
"latency_perprobe","endpoint","mistral","v","GET","ERR","174","1364","1","15005",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","403","49","438","309","1115",,,
"latency_perprobe","endpoint","mistral","t","OPTIONS","ERR","928","1","0","1",,,
"latency_perprobe","endpoint","deepseek","v","GET","403","60","664","240","2845",,,
"latency_perprobe","endpoint","mistral","v","GET","405","12","101","97","173",,,
"latency_perprobe","endpoint","deepseek","v","GET","405","40","125","95","208",,,
"latency_perprobe","endpoint","claude","v","GET","500","1","177","177","177",,,
"latency_perprobe","endpoint","gemini","c","HEAD","429","3","32","34","34",,,
"latency_perprobe","endpoint","gpt","c","HEAD","404","247","271","181","834",,,
"latency_perprobe","endpoint","deepseek","t","GET","404","156","123","95","309",,,
"latency_perprobe","endpoint","gpt","v","HEAD","405","88","146","104","376",,,
"latency_perprobe","endpoint","claude","t","GET","400","31","146","175","195",,,
"latency_perprobe","endpoint","gemini","v","GET","403","56","259","233","676",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","ERR","76","3483","78","15011",,,
"latency_perprobe","endpoint","gpt","c","GET","403","41","279","241","565",,,
"latency_perprobe","endpoint","deepseek","t","GET","200","58","303","100","1317",,,
"latency_perprobe","endpoint","gpt","t","HEAD","ERR","160","450","1","160",,,
"latency_perprobe","endpoint","gemini","v","GET","ERR","179","399","1","9",,,
"latency_perprobe","endpoint","gemini","t","GET","400","4","41","27","62",,,
"latency_perprobe","endpoint","mistral","t","HEAD","ERR","137","2216","83","15020",,,
"latency_perprobe","endpoint","claude","t","GET","429","55","38","34","60",,,
"latency_perprobe","endpoint","gpt","t","GET","401","446","123","103","277",,,
"latency_perprobe","endpoint","gemini","v","HEAD","308","4","45","34","68",,,
"latency_perprobe","endpoint","gemini","v","HEAD","400","23","146","175","263",,,
"latency_perprobe","endpoint","claude","t","GET","403","25","249","218","546",,,
"latency_perprobe","endpoint","gemini","v","HEAD","202","2","36","33","39",,,
"latency_perprobe","endpoint","mistral","t","HEAD","404","392","265","163","915",,,
"latency_perprobe","endpoint","claude","v","HEAD","503","15","65","70","93",,,
"latency_perprobe","endpoint","deepseek","v","GET","302","31","669","671","742",,,
"latency_perprobe","endpoint","mistral","t","GET","401","291","109","97","242",,,
"latency_perprobe","endpoint","claude","v","OPTIONS","ERR","1167","0","0","1",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","400","42","296","195","828",,,
"latency_perprobe","endpoint","gpt","v","HEAD","404","328","150","105","426",,,
"latency_perprobe","endpoint","gemini","t","GET","429","57","38","35","73",,,
"latency_perprobe","endpoint","gpt","v","HEAD","429","12","64","35","317",,,
"latency_perprobe","endpoint","mistral","t","HEAD","200","39","258","123","738",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","403","73","246","209","670",,,
"latency_perprobe","endpoint","deepseek","v","GET","401","356","121","100","277",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","500","12","96","101","138",,,
"latency_perprobe","endpoint","mistral","t","HEAD","400","20","327","301","601",,,
